Bits,Matrix Size,Pipelining,Parallelism,Frequency,Slack,Slack,Comb Area,Buf Area,Non-Comb Area,Total Area,Dyn Power (uW),Leakage Power (uW)
20,16,1,16,3.00000000000000000000,VIOLATED,-0.22,70557.8,3343.09,70877.3,141435,29138.3000,2887.9000,
20,16,1,16,3.10000000000000000000,VIOLATED,-0.1,70572.5,3258.77,70910,141482,28208.3000,2890.3000,
20,20,0,1,1.60000000000000000000,VIOLATED,-0.28,25253.2,2043.41,42839.8,68093.1,40541.7000,1414.5000,
20,20,0,1,1.70000000000000000000,VIOLATED,-0.17,25266.5,2065.49,42825.7,68092.3,38151.4000,1414.7000,
20,20,0,1,1.80000000000000000000,MET,0,25243.4,2035.17,42827.6,68071,36032.9000,1414.000,
20,20,0,1,1.79000000000000000000,VIOLATED,-0.02,25233,2064.96,42834.2,68067.3,36231.1000,1413.9000,
20,20,0,1,1.90000000000000000000,MET,0,25045.5,1992.87,42822.5,67868,34106.4000,1408.7000,
20,20,0,1,2.00000000000000000000,MET,0,24977.7,1971.06,42781.8,67759.5,32383.4000,1406.2000,
20,20,0,1,2.10000000000000000000,MET,0,24898.7,1947.92,42781.8,67680.5,30831.7000,1404.6000,
20,20,0,1,2.20000000000000000000,MET,0.01,24941.5,1954.04,42781.8,67723.3,29436.7000,1406.9000,
20,20,0,1,2.30000000000000000000,MET,0.02,24849.2,1944.99,42781.8,67631,28148.000,1404.3000,
20,20,0,1,2.40000000000000000000,MET,0.04,24896.8,1954.3,42781.8,67678.6,26982.5000,1406.2000,
20,20,0,1,2.50000000000000000000,MET,0.1,24873.1,1960.69,42781.8,67655,25903.2000,1406.6000,
20,20,0,1,2.60000000000000000000,MET,0.2,24860.4,1969.46,42782.9,67643.3,24907.8000,1406.7000,
20,20,0,20,1.60000000000000000000,VIOLATED,-0.21,88446.6,6948.45,99276.5,187723,78138.8000,4027.1000,
20,20,0,20,1.70000000000000000000,VIOLATED,-0.14,87800,6747.09,99180,186980,73479.6000,4007.9000,
20,20,0,20,1.80000000000000000000,MET,0,86150.8,5973.3,99000.4,185151,69162.000,3949.4000,
20,20,0,20,1.79000000000000000000,VIOLATED,-0.02,88172.1,6746.29,99243,187415,69788.3000,4019.5000,
20,20,0,20,1.90000000000000000000,MET,0,86040.1,5842.16,98845.3,184885,65552.000,3941.6000,
20,20,0,20,2.00000000000000000000,MET,0,84074.9,4953.45,98677.5,182752,62083.1000,3876.1000,
20,20,0,20,2.10000000000000000000,MET,0,84789.4,4960.63,98771.1,183560,59202.6000,3902.5000,
20,20,0,20,2.20000000000000000000,MET,0,83410.2,4656.33,98677.5,182088,56388.000,3861.000,
20,20,0,20,2.30000000000000000000,MET,0.03,84613,4826.57,98809.4,183422,54040.3000,3899.4000,
20,20,0,20,2.40000000000000000000,MET,0.07,84617,4851.57,98808.4,183425,51773.6000,3900.7000,
20,20,0,20,2.50000000000000000000,MET,0.13,83206.4,4653.14,98669,181875,49565.6000,3858.6000,
20,20,0,20,2.60000000000000000000,MET,0.36,83181.1,4603.66,98721.1,181902,47672.3000,3857.2000,
20,20,1,1,.90000000000000000000,VIOLATED,-0.45,25727.8,2505.72,43029.8,68757.5,72260.7000,1428.000,
20,20,1,1,1.00000000000000000000,VIOLATED,-0.34,25493.7,2263.66,43029.2,68522.9,65037.8000,1421.7000,
20,20,1,1,1.10000000000000000000,VIOLATED,-0.25,25290.2,2124.81,43032.4,68322.6,59143.000,1417.2000,
20,20,1,1,1.20000000000000000000,VIOLATED,-0.14,25193.9,2021.07,43023.9,68217.8,54228.4000,1414.3000,
20,20,1,1,1.30000000000000000000,VIOLATED,-0.09,25088.1,1998.99,43024.4,68112.5,50044.1000,1411.2000,
20,20,1,1,1.40000000000000000000,VIOLATED,-0.02,25146.3,1994.47,43025.5,68171.8,46488.6000,1413.1000,
20,20,1,1,1.50000000000000000000,VIOLATED,-0.04,25075.6,1970.26,43026.6,68102.1,43383.6000,1411.2000,
20,20,1,1,1.60000000000000000000,VIOLATED,-0.1,24972.1,1978.51,43016.2,67988.3,40648.7000,1408.6000,
20,20,1,1,1.70000000000000000000,MET,0,25060.7,1951.91,43022.6,68083.2,38290.4000,1413.2000,
20,20,1,1,1.69000000000000000000,VIOLATED,-0.01,25075,1980.64,43024.7,68099.7,38518.1000,1412.4000,
20,20,1,1,1.80000000000000000000,VIOLATED,-0.08,24968.6,1997.13,43016.2,67984.8,36140.6000,1409.5000,
20,20,1,1,1.90000000000000000000,VIOLATED,-0.02,24981.4,1980.37,43025.5,68006.9,34246.2000,1411.2000,
20,20,1,1,2.00000000000000000000,VIOLATED,-0.03,24979.8,2044.74,43020.7,68000.5,32518.000,1411.000,
20,20,1,1,2.10000000000000000000,VIOLATED,0,24977.7,2030.91,43021.2,67998.9,30970.3000,1411.6000,
20,20,1,1,2.20000000000000000000,VIOLATED,0,24917,1992.34,43021,67938,29564.3000,1410.8000,
20,20,1,1,2.30000000000000000000,MET,0,24861.7,1972.92,43014.1,67875.8,28272.2000,1409.4000,
20,20,1,1,2.40000000000000000000,VIOLATED,-0.04,24897.3,2057.78,43015.9,67913.3,27089.000,1411.000,
20,20,1,1,2.50000000000000000000,MET,0,24827.4,1989.41,43010.1,67837.4,26005.4000,1409.1000,
20,20,1,20,.90000000000000000000,VIOLATED,-0.48,85380.4,5017.82,103420,188800,144171.000,4003.6000,
20,20,1,20,1.00000000000000000000,VIOLATED,-0.4,84797.9,4669.63,103340,188138,130090.00,3981.4000,
20,20,1,20,1.10000000000000000000,VIOLATED,-0.28,84857.2,4763.79,103402,188259,118211.000,3982.6000,
20,20,1,20,1.20000000000000000000,VIOLATED,-0.18,84744.9,4665.64,103371,188116,108272.000,3978.6000,
20,20,1,20,1.30000000000000000000,VIOLATED,-0.11,84318.5,4861.68,103432,187750,99937.5000,3966.6000,
20,20,1,20,1.40000000000000000000,VIOLATED,-0.04,84993.1,5020.48,103386,188380,92820.4000,3979.9000,
20,20,1,20,1.50000000000000000000,VIOLATED,-0.06,85378.6,5210.41,103438,188817,86610.2000,3996.2000,
20,20,1,20,1.60000000000000000000,VIOLATED,-0.06,84588,4889.61,103386,187974,81120.6000,3970.2000,
20,20,1,20,1.70000000000000000000,VIOLATED,-0.02,85028.2,5008.51,103436,188464,76144.1000,3985.3000,
20,20,1,20,1.80000000000000000000,VIOLATED,-0.04,85015.2,5087.78,103449,188464,72097.1000,3985.6000,
20,20,1,20,1.90000000000000000000,VIOLATED,-0.03,84864.9,5212.54,103408,188273,68268.000,3975.1000,
20,20,1,20,2.00000000000000000000,VIOLATED,-0.06,84098,4795.18,103402,187500,64796.2000,3954.5000,
20,20,1,20,2.10000000000000000000,VIOLATED,-0.03,83934.7,4677.61,103369,187304,61706.7000,3945.4000,
20,20,1,20,2.20000000000000000000,VIOLATED,-0.05,83528.3,4612.71,103345,186874,58835.7000,3934.3000,
20,20,1,20,2.30000000000000000000,MET,0,83749.3,4602.33,103317,187066,56269.5000,3936.7000,
20,20,1,20,2.29000000000000000000,MET,0,83941.1,4761.67,103341,187282,56528.1000,3942.2000,
20,20,1,20,2.28000000000000000000,VIOLATED,-0.02,84004.1,4812.74,103357,187361,56795.7000,3944.1000,
20,20,1,20,2.40000000000000000000,VIOLATED,0,83778.8,4653.14,103299,187078,53922.7000,3933.9000,
20,20,1,20,2.50000000000000000000,MET,0,83342.3,4383.95,103250,186592,51728.1000,3920.7000,
20,20,1,20,2.60000000000000000000,VIOLATED,-0.81,82325.9,3162.21,103215,185541,49490.1000,3859.7000,
20,20,1,20,2.70000000000000000000,VIOLATED,-0.6,83491.3,3675.06,103231,186722,47707.000,3893.6000,
20,20,1,20,2.80000000000000000000,VIOLATED,-0.53,83068.1,3624.25,103215,186283,45974.8000,3878.000,
20,20,1,20,2.90000000000000000000,VIOLATED,-0.41,83166.5,3662.29,103246,186413,44393.9000,3883.8000,
20,20,1,20,3.00000000000000000000,VIOLATED,-0.21,84241.4,3951.96,103218,187460,42964.9000,3917.7000,
20,20,1,20,3.10000000000000000000,VIOLATED,-0.14,83850.1,3720.81,103235,187085,41567.5000,3906.2000,
